timestamp,Open,High,Low,Close,Volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore,Returns,Log_Returns,SMA_20,SMA_50,SMA_200,RSI,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Middle,BB_Lower,Stoch_K,Stoch_D,RSI_Signal,BB_Signal,Stoch_Signal,MA_Signal,Weighted_Signal,Final_Signal
2025-05-10 22:00:00,1.1262,1.1264,1.126,1.1261,544954.8,1746917999999,613756.02268000,1747,310805.10000000,350060.68928000,0,,,,,,,,0,,,,,,,0,0,0,0,0.0,0
2025-05-10 23:00:00,1.1262,1.1272,1.1261,1.1267,1830673.2,1746921599999,2062812.48613000,3795,1366120.90000000,1539387.08423000,0,0.0005328123612466928,0.0005326704671402628,,,,,,0,,,,,,,0,0,0,0,0.0,0
2025-05-11 00:00:00,1.1266,1.1274,1.1265,1.1268,1042598.8,1746925199999,1174817.38984000,3414,523266.40000000,589667.57312000,0,8.875477056879966e-05,8.875083209718734e-05,,,,,,0,,,,,,,0,0,0,0,0.0,0
2025-05-11 01:00:00,1.1268,1.1269,1.1264,1.1266,439500.5,1746928799999,495119.81349000,1495,176241.80000000,198555.66275000,0,-0.00017749378771736435,-0.00017750954160387572,,,,,,0,,,,,,,0,0,0,0,0.0,0
2025-05-11 02:00:00,1.1265,1.1269,1.1264,1.1267,339289.2,1746932399999,382250.38397000,1481,183065.10000000,206253.84883000,0,8.876264867740957e-05,8.875870950660855e-05,,,,,,0,,,,,,,0,0,0,0,0.0,0
2025-05-11 03:00:00,1.1267,1.127,1.1264,1.1264,190047.3,1746935999999,214129.91075000,846,97292.20000000,109624.29605000,0,-0.00026626431170673204,-0.00026629976634225214,,,,,,0,,,,,,,0,0,0,0,0.0,0
2025-05-11 04:00:00,1.1265,1.1269,1.1264,1.1267,228633.5,1746939599999,257584.02892000,903,116452.10000000,131202.97954000,0,0.0002663352272727071,0.00026629976634225415,,,,,,0,,,,,,,0,0,0,0,0.0,0
2025-05-11 05:00:00,1.1267,1.1268,1.1262,1.1263,325510.7,1746943199999,366684.90228000,1217,167695.10000000,188917.28987000,0,-0.0003550190822756427,-0.0003550821164693685,,,,,,0,,,,,,,0,0,0,0,0.0,0
2025-05-11 06:00:00,1.1264,1.1265,1.126,1.1264,708103.5,1746946799999,797473.39812000,1896,376771.90000000,424340.82062000,0,8.878629139652539e-05,8.878235012704082e-05,,,,,,0,,,,,,,0,0,0,0,0.0,0
2025-05-11 07:00:00,1.1263,1.1278,1.1261,1.1276,946680.9,1746950399999,1066670.80095000,3981,585752.90000000,660031.11047000,0,0.0010653409090908283,0.0010647738361794492,,,,,,0,,,,,,,0,0,0,0,0.0,0
2025-05-11 08:00:00,1.1276,1.1278,1.1259,1.1264,749250.8,1746953999999,843956.18563000,3387,340057.70000000,383074.08749000,0,-0.0010642071656614682,-0.0010647738361794158,,,,,,0,,,,,,,0,0,0,0,0.0,0
2025-05-11 09:00:00,1.1264,1.1275,1.126,1.1262,567711.0,1746957599999,639509.61166000,2413,331250.70000000,373173.12828000,0,-0.00017755681818176772,-0.00017757258325976815,,,,,,0,,,,,,,0,0,0,0,0.0,0
2025-05-11 10:00:00,1.1261,1.1266,1.1258,1.126,388221.8,1746961199999,437183.87227000,1742,167087.50000000,188173.28784000,0,-0.00017758835020442731,-0.00017760412088264492,,,,,,0,,,,,,,0,0,0,0,0.0,0
2025-05-11 11:00:00,1.1259,1.1286,1.1251,1.127,1046465.1,1746964799999,1178781.77782000,3687,575643.30000000,648514.73224000,0,0.000888099467140524,0.0008877053401408138,,,,57.472726502510206,,0,,,,,54.285714285713745,,0,0,0,0,0.0,0
2025-05-11 12:00:00,1.1271,1.1274,1.1265,1.1271,480561.6,1746968399999,541533.91035000,2252,272703.50000000,307321.97724000,0,8.873114463181508e-05,8.872720825665225e-05,,,,58.50745944262534,,0,,,,,57.142857142856236,,0,0,0,0,0.0,0
2025-05-11 13:00:00,1.1272,1.1273,1.1261,1.1262,656269.8,1746971999999,739492.93167000,2587,265292.40000000,298969.96024000,0,-0.0007985094490283728,-0.000798828427514661,,,,47.342875155850095,,0,,,,,31.428571428573786,47.619047619047926,0,0,0,0,0.0,0
2025-05-11 14:00:00,1.1263,1.128,1.1256,1.126,895967.8,1746975599999,1009005.24293000,3628,396884.00000000,447033.99436000,0,-0.00017758835020442731,-0.00017760412088264492,,,,45.27528398395639,,0,,,,,25.71428571428245,38.0952380952375,0,0,0,0,0.0,0
2025-05-11 15:00:00,1.126,1.1265,1.1257,1.1259,474726.1,1746979199999,534587.63088000,2200,264501.70000000,297866.84734000,0,-8.880994671400799e-05,-8.881389055082868e-05,,,,44.23504950340863,,0,,,,,22.85714285713996,26.666666666665396,0,0,0,0,0.0,0
2025-05-11 16:00:00,1.1258,1.1265,1.1257,1.1264,559715.5,1746982799999,630296.56168000,2436,317911.80000000,358024.07405000,0,0.0004440891731061214,0.0004439905946932771,,,,50.3745018043817,,0,,,,,37.14285714285877,28.57142857142706,0,0,0,0,0.0,0
2025-05-11 17:00:00,1.1263,1.1295,1.1257,1.1267,1173277.1,1746986399999,1322737.63377000,6676,643255.90000000,725291.72373000,0,0.0002663352272727071,0.00026629976634225415,1.1265100000000001,,,53.67032209552477,,0,,1.127329512049942,1.1265100000000001,1.1256904879500582,36.36363636363774,32.12121212121215,0,0,0,0,0.0,0
2025-05-11 18:00:00,1.1268,1.1306,1.1256,1.1283,777708.7,1746989999999,877015.33578000,4419,403127.20000000,454688.58125000,0,0.001420076329102793,0.0014190689742802733,1.12662,,,66.46310235674692,,0,,1.127729233969909,1.12662,1.125510766030091,58.18181818181921,43.89610389610524,0,-1,0,0,-0.2,0
2025-05-11 19:00:00,1.1283,1.1299,1.126,1.1275,774143.4,1746993599999,872977.25426000,5871,387370.30000000,436887.75413000,0,-0.0007090312860056347,-0.0007092827675671251,1.12666,,,57.86028132964789,,0,,1.1278337120600896,1.12666,1.1254862879399103,43.63636363636239,46.06060606060644,0,0,0,0,0.0,0
2025-05-11 20:00:00,1.1276,1.1287,1.1254,1.1256,577577.8,1746997199999,650692.72940000,3371,258601.10000000,291362.95870000,0,-0.001685144124168536,-0.0016865655766541345,1.1266,,,43.469279764788475,,0,,1.1278585706178044,1.1266,1.1253414293821957,9.09090909090799,36.96969696969653,0,0,0,0,0.0,0
2025-05-11 21:00:00,1.1257,1.1258,1.1237,1.1256,1328806.0,1747000799999,1494653.39979000,6576,536972.60000000,604044.47076000,0,0.0,0.0,1.12655,,,43.469279764788475,,0,,1.1278819159132618,1.12655,1.125218084086738,27.536231884057646,26.754501537109338,0,0,0,0,0.0,0
2025-05-11 22:00:00,1.1256,1.1281,1.1254,1.1259,637303.3,1747004399999,717867.42119000,3996,344330.10000000,387914.10943000,0,0.0002665245202557731,0.00026648900890544796,1.1265100000000001,,,45.93185208275029,,0,,1.1278692645070039,1.1265100000000001,1.1251507354929964,31.884057971013608,22.83706631532641,0,0,0,0,0.0,0
2025-05-11 23:00:00,1.126,1.1266,1.1251,1.1263,291111.9,1747007999999,327793.78202000,1537,170479.90000000,191965.56055000,0,0.0003552713384848971,0.000355208244566121,1.126505,,,49.11472997704964,-3.264652137979773e-05,0,,1.1278665799646002,1.126505,1.1251434200354,37.68115942029144,32.367149758454225,0,0,0,0,0.0,0
2025-05-12 00:00:00,1.1262,1.1277,1.1261,1.1272,316431.7,1747011599999,356585.29992000,2238,203094.90000000,228867.69935000,0,0.0007990766225693946,0.0007987575308195502,1.12653,,,55.46698320625013,3.511564050073801e-05,0,,1.1279229824119494,1.12653,1.1251370175880506,50.72463768115933,40.096618357488126,0,0,0,0,0.0,0
2025-05-12 01:00:00,1.1273,1.1304,1.1266,1.1277,436391.1,1747015199999,492246.76757000,3086,271986.40000000,306847.89663000,0,0.0004435770049679988,0.00044347865377147524,1.1266,,,58.56189173803433,0.00012769151501679232,0,,1.128077836256153,1.1266,1.125122163743847,57.971014492752595,48.79227053140112,0,0,0,0,0.0,0
2025-05-12 02:00:00,1.1277,1.1306,1.1274,1.1281,424772.6,1747018799999,479336.07379000,3579,232735.90000000,262653.43397000,0,0.00035470426531891697,0.0003546413726327624,1.126685,,,60.902808307883475,0.00023067612878269195,0,,1.128296552046941,1.126685,1.1250734479530589,63.768115942030434,57.48792270531411,0,0,0,0,0.0,0
