timestamp,Open,High,Low,Close,Volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore,Returns,Log_Returns,SMA_20,SMA_50,SMA_200,RSI,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Middle,BB_Lower,Stoch_K,Stoch_D,RSI_Signal,BB_Signal,Stoch_Signal,MA_Signal,Weighted_Signal,Final_Signal
2025-05-10 22:00:00,103719.0,103817.5,103508.3,103551.2,3460.069,1746917999999,358618478.95380,79624,1580.660,163829558.25590,0,,,,,,,,0,,,,,,,0,0,0,0,0.0,0
2025-05-10 23:00:00,103551.2,105000.1,103523.4,104788.8,21988.689,1746921599999,2298039186.69780,333889,12624.834,1319228063.22940,0,0.011951575645670953,0.011880719567919674,,,,,,0,,,,,,,0,0,0,0,0.0,0
2025-05-11 00:00:00,104788.8,104950.0,103886.9,104381.4,11197.461,1746925199999,1169394702.70550,224271,4775.353,498730530.37480,0,-0.003887820072374204,-0.003895397290448175,,,,,,0,,,,,,,0,0,0,0,0.0,0
2025-05-11 01:00:00,104381.5,104499.9,103816.5,104092.0,4983.285,1746928799999,519120546.21600,114744,2296.076,239202638.35610,0,-0.0027725246068743825,-0.002776375172060215,,,,,,0,,,,,,,0,0,0,0,0.0,0
2025-05-11 02:00:00,104092.0,104239.0,103406.3,103712.5,7235.202,1746932399999,751345933.19400,141176,3055.913,317348251.67930,0,-0.0036458133189870567,-0.0036524754939923046,,,,,,0,,,,,,,0,0,0,0,0.0,0
2025-05-11 03:00:00,103712.5,104148.4,103600.0,103947.8,3860.879,1746935999999,401084168.43600,83375,1814.463,188502444.04250,0,0.00226877184524521,0.002266202068493112,,,,,,0,,,,,,,0,0,0,0,0.0,0
2025-05-11 04:00:00,103947.8,104363.9,103940.4,104118.0,3893.323,1746939599999,405630976.47580,74208,2157.162,224748266.36730,0,0.0016373602904533602,0.0016360212775247877,,,,,,0,,,,,,,0,0,0,0,0.0,0
2025-05-11 05:00:00,104118.0,104161.7,103766.0,103800.0,3152.91,1746943199999,327673483.80140,56474,1074.116,111624925.16490,0,-0.0030542269348239337,-0.003058900604633478,,,,,,0,,,,,,,0,0,0,0,0.0,0
2025-05-11 06:00:00,103800.0,103942.6,103560.0,103809.1,4158.754,1746946799999,431509331.37820,84254,1976.923,205153617.78260,0,8.766859344899736e-05,8.76647507824445e-05,,,,,,0,,,,,,,0,0,0,0,0.0,0
2025-05-11 07:00:00,103809.2,103829.2,103283.3,103327.9,7773.698,1746950399999,804646078.05740,128734,3727.420,385792784.60510,0,-0.004635431768506004,-0.004646208699060446,,,,,,0,,,,,,,0,0,0,0,0.0,0
