timestamp,Open,High,Low,Close,Volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore,Returns,Log_Returns,SMA_20,SMA_50,SMA_200,RSI,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Middle,BB_Lower,Stoch_K,Stoch_D,RSI_Signal,BB_Signal,Stoch_Signal,MA_Signal,Weighted_Signal,Final_Signal
2025-05-10 22:00:00,0.8224,0.8293,0.8175,0.8288,26136678,1746917999999,21512134.93720,55865,13536973,11144014.61990,0,,,,,,,,0,,,,,,,0,0,0,0,0.0,0
2025-05-10 23:00:00,0.8287,0.8434,0.8274,0.8406,56226488,1746921599999,47084309.90490,106732,27161387,22741880.92980,0,0.014237451737451723,0.014137051065797693,,,,,,0,,,,,,,0,0,0,0,0.0,0
2025-05-11 00:00:00,0.8405,0.8467,0.8104,0.8223,93678193,1746925199999,77539765.92260,175703,42558926,35229725.49370,0,-0.021770164168451123,-0.02201063059416654,,,,,,0,,,,,,,0,0,0,0,0.0,0
2025-05-11 01:00:00,0.8223,0.826,0.8087,0.8152,36653930,1746928799999,29986644.71860,98762,17181843,14061106.71200,0,-0.00863431837528883,-0.008671810068334746,,,,,,0,,,,,,,0,0,0,0,0.0,0
2025-05-11 02:00:00,0.8151,0.8216,0.8061,0.812,30163671,1746932399999,24563602.81470,73571,14643256,11930145.03670,0,-0.003925417075564264,-0.0039331417468370915,,,,,,0,,,,,,,0,0,0,0,0.0,0
2025-05-11 03:00:00,0.812,0.8226,0.8071,0.816,23857955,1746935999999,19477314.13410,59811,12335292,10075639.41320,0,0.004926108374384119,0.004914014802428941,,,,,,0,,,,,,,0,0,0,0,0.0,0
2025-05-11 04:00:00,0.816,0.8218,0.8151,0.8202,15335786,1746939599999,12548986.16750,37833,7939318,6497421.78970,0,0.0051470588235296155,0.0051338579938520704,,,,,,0,,,,,,,0,0,0,0,0.0,0
2025-05-11 05:00:00,0.8202,0.8203,0.8112,0.8119,13221058,1746943199999,10791764.76770,39107,6515657,5319450.81590,0,-0.010119483052913991,-0.010171033089558171,,,,,,0,,,,,,,0,0,0,0,0.0,0
2025-05-11 06:00:00,0.8118,0.8123,0.7966,0.802,43178589,1746946799999,34714656.28720,78265,17590032,14145409.03920,0,-0.012193619903928976,-0.012268572001886198,,,,,,0,,,,,,,0,0,0,0,0.0,0
2025-05-11 07:00:00,0.802,0.8022,0.7833,0.7913,74843965,1746950399999,59282971.64950,117902,35091433,27796462.84100,0,-0.013341645885286857,-0.013431445251366898,,,,,,0,,,,,,,0,0,0,0,0.0,0
2025-05-11 08:00:00,0.7912,0.7971,0.7865,0.7888,30412945,1746953999999,24088934.42620,62663,14482563,11476230.07180,0,-0.0031593580184506864,-0.0031643593267220464,,,,,,0,,,,,,,0,0,0,0,0.0,0
2025-05-11 09:00:00,0.7888,0.8007,0.7887,0.7982,26898483,1746957599999,21436566.52960,54190,13892506,11070111.09250,0,0.01191683569979718,0.011846389326207872,,,,,,0,,,,,,,0,0,0,0,0.0,0
2025-05-11 10:00:00,0.7983,0.8034,0.7938,0.7997,20915553,1746961199999,16710376.65460,39736,9800361,7831091.26080,0,0.0018792282635931024,0.0018774647232107288,,,,,,0,,,,,,,0,0,0,0,0.0,0
2025-05-11 11:00:00,0.7997,0.8038,0.7974,0.8034,17296466,1746964799999,13843124.84150,34597,8256123,6609019.67130,0,0.0046267350256345985,0.0046160645873375835,,,,39.24143636711282,,0,,,,,31.703470031545745,,0,0,0,0,0.0,0
2025-05-11 12:00:00,0.8035,0.8056,0.7983,0.8004,22542630,1746968399999,18076366.72090,42743,10282503,8245974.43300,0,-0.0037341299477221535,-0.003741119215603452,,,,37.170748155277664,,0,,,,,26.971608832807572,,0,0,0,0,0.0,0
2025-05-11 13:00:00,0.8004,0.805,0.7866,0.7873,41239253,1746971999999,32818980.54960,71953,18603452,14805361.76840,0,-0.016366816591704136,-0.016502232519156817,,,,29.78080670431588,,0,,,,,6.309148264984231,21.661409043112517,1,0,0,0,0.2,0
2025-05-11 14:00:00,0.7873,0.7951,0.7872,0.7937,25185335,1746975599999,19938925.69410,54487,12874402,10193102.29420,0,0.008129048647275372,0.008096185906408222,,,,36.4302260684503,,0,,,,,24.355971896955445,19.21224299824908,0,0,0,0,0.0,0
2025-05-11 15:00:00,0.7938,0.8003,0.784,0.7897,30181438,1746979199999,23928333.52020,71406,13375902,10606076.13210,0,-0.0050396875393725615,-0.005052429593294573,,,,34.24739497628188,,0,,,,,16.28498727735359,15.650035813097753,0,0,1,0,0.2,0
2025-05-11 16:00:00,0.7896,0.7938,0.781,0.7912,32870211,1746982799999,25889198.02430,74623,15804486,12449594.86410,0,0.0018994554894264937,0.0018976538049671964,,,,35.80086679944067,,0,,,,,24.519230769230756,21.720063314513265,0,0,0,0,0.0,0
2025-05-11 17:00:00,0.7912,0.8013,0.7885,0.7999,29265917,1746986399999,23295528.09370,56566,15397672,12257603.39220,0,0.01099595551061694,0.010935939546273988,0.8056300000000001,,,44.05653873738061,,0,,0.8343581812859778,0.8056300000000001,0.7769018187140223,46.32352941176483,29.04258248611639,0,0,0,0,0.0,0
2025-05-11 18:00:00,0.7999,0.8161,0.7959,0.813,41093091,1746989999999,33152865.90410,72892,22404949,18073445.69650,0,0.016377047130891276,0.016244389693034312,0.8048400000000001,,,53.7093399422348,,0,,0.8317900575138535,0.8048400000000001,0.7778899424861467,81.42493638676824,50.75589885592128,0,0,0,0,0.0,0
